Name,Household Income,Population,Median Age,Per Capita Income,Poverty Count,Total Work Force,Total Female Workforce,Total Female Did Not Work,Total Male Workforce,Total Male Did Not Work,Masters Attainment,Median Rent,state,congressional district,Year,Male DNW %,Female DNW %,DNW Delta
"Congressional District 8 (116th Congress), Ohio",62662.0,732249.0,39.1,31158.0,81158.0,458937.0,299108.0,55056.0,228060.0,38814.0,33760.0,633.0,39,08,2020,17.019205472244145,18.406729341909944,1.3875238696657988
"Congressional District 10 (116th Congress), Ohio",56257.0,723673.0,39.0,32167.0,103651.0,456107.0,305216.0,56602.0,223942.0,41000.0,47640.0,649.0,39,10,2020,18.30831197363603,18.544899349968546,0.23658737633251548
"Congressional District 12 (116th Congress), Ohio",77048.0,789894.0,38.9,40083.0,68610.0,504110.0,319529.0,55448.0,252887.0,39286.0,62799.0,786.0,39,12,2020,15.535001799222577,17.353041507969543,1.8180397087469657
"Congressional District 13 (116th Congress), Ohio",47550.0,705582.0,40.8,27381.0,117242.0,451254.0,303002.0,59190.0,223534.0,43962.0,30710.0,616.0,39,13,2020,19.666806839228038,19.534524524590598,-0.13228231463743967
"Congressional District 15 (116th Congress), Ohio",67364.0,768439.0,38.2,34460.0,85341.0,505636.0,309299.0,56123.0,260816.0,54770.0,47761.0,795.0,39,15,2020,20.99947855959757,18.14522517046612,-2.8542533891314505
"Congressional District 1 (116th Congress), Oklahoma",58084.0,806758.0,36.4,35345.0,109189.0,506522.0,324249.0,67366.0,250223.0,41605.0,39001.0,709.0,40,01,2020,16.62716856563945,20.7760085613217,4.148839995682248
"Congressional District 3 (116th Congress), Oklahoma",53724.0,778830.0,36.8,27674.0,111845.0,487471.0,303095.0,69889.0,252853.0,54800.0,28045.0,555.0,40,03,2020,21.67267147314843,23.058447021560898,1.385775548412468
"Congressional District 5 (116th Congress), Oklahoma",54297.0,821362.0,35.1,31493.0,129637.0,521315.0,328919.0,73993.0,256363.0,48328.0,43435.0,691.0,40,05,2020,18.851394311971696,22.495812038830227,3.6444177268585314
"Congressional District 1 (116th Congress), Oregon",81705.0,851961.0,38.0,41099.0,75147.0,560085.0,348746.0,67300.0,281268.0,39462.0,66052.0,1245.0,41,01,2020,14.030035411067026,19.2977123751957,5.267676964128675
"Congressional District 3 (116th Congress), Oregon",71652.0,843221.0,37.7,39191.0,106359.0,582499.0,353615.0,60047.0,292567.0,44859.0,69627.0,1172.0,41,03,2020,15.332898105391244,16.98089730356461,1.6479991981733662
"Congressional District 5 (116th Congress), Oregon",67908.0,839214.0,39.6,35237.0,90769.0,521357.0,343482.0,68074.0,261151.0,46352.0,46612.0,1006.0,41,05,2020,17.749118326179108,19.81879690929947,2.0696785831203606
"Congressional District 2 (116th Congress), Rhode Island",75462.0,525195.0,41.0,38220.0,49636.0,346360.0,227320.0,37740.0,171472.0,29780.0,37977.0,928.0,44,02,2020,17.367266959037043,16.602146753475278,-0.7651202055617645
"Congressional District 1 (116th Congress), Pennsylvania",92187.0,709715.0,43.7,46772.0,39498.0,451781.0,299146.0,46885.0,225353.0,28842.0,63298.0,1127.0,42,01,2020,12.798587105563271,15.672948994805212,2.874361889241941
"Congressional District 3 (116th Congress), Pennsylvania",50541.0,721131.0,34.0,35465.0,152278.0,498648.0,327076.0,68351.0,233773.0,60532.0,61956.0,955.0,42,03,2020,25.893494971617766,20.897589551052356,-4.9959054205654105
"Congressional District 5 (116th Congress), Pennsylvania",72031.0,717928.0,38.3,39823.0,83054.0,459202.0,304935.0,56706.0,221659.0,41606.0,54231.0,948.0,42,05,2020,18.770273257571315,18.596094249594177,-0.1741790079771377
"Congressional District 6 (116th Congress), Pennsylvania",87682.0,731115.0,39.6,46151.0,67095.0,463133.0,298734.0,53014.0,230008.0,29784.0,66978.0,992.0,42,06,2020,12.949114813397795,17.746222391826844,4.797107578429049
"Congressional District 8 (116th Congress), Pennsylvania",56379.0,694063.0,43.3,30280.0,90113.0,437144.0,292206.0,56135.0,221346.0,46840.0,35567.0,650.0,42,08,2020,21.161439556169977,19.210762270453035,-1.9506772857169423
"Congressional District 10 (116th Congress), Pennsylvania",66783.0,736031.0,40.1,35452.0,71428.0,466318.0,306058.0,48028.0,232319.0,37763.0,43757.0,816.0,42,10,2020,16.254804815792077,15.692450450568193,-0.562354365223884
"Congressional District 12 (116th Congress), Pennsylvania",55878.0,696809.0,41.1,29297.0,87762.0,442207.0,289012.0,56498.0,226379.0,41988.0,31512.0,630.0,42,12,2020,18.54765680562243,19.548669259407912,1.0010124537854814
"Congressional District 13 (116th Congress), Pennsylvania",56691.0,695441.0,44.2,30089.0,73604.0,427502.0,289078.0,51318.0,218461.0,40640.0,28868.0,608.0,42,13,2020,18.602862753534957,17.752302146825425,-0.8505606067095322
"Congressional District 15 (116th Congress), Pennsylvania",52492.0,677288.0,44.6,28082.0,82108.0,425326.0,278642.0,51930.0,223641.0,50074.0,27678.0,539.0,42,15,2020,22.39034881797166,18.636817134531046,-3.753531683440613
"Congressional District 17 (116th Congress), Pennsylvania",70243.0,709873.0,43.6,42147.0,51154.0,441382.0,302567.0,45954.0,220118.0,29613.0,62066.0,720.0,42,17,2020,13.453238717415205,15.188040995878598,1.734802278463393
"Congressional District 18 (116th Congress), Pennsylvania",54803.0,693130.0,38.8,35630.0,99594.0,457643.0,307031.0,47881.0,224785.0,39661.0,55559.0,759.0,42,18,2020,17.64397090553195,15.594842214629793,-2.049128690902158
"Congressional District 2 (116th Congress), South Carolina",61096.0,724704.0,38.8,32851.0,85486.0,462617.0,302182.0,62120.0,225151.0,40358.0,46589.0,747.0,45,02,2020,17.92485931663639,20.55714767921319,2.6322883625768014
"Congressional District 4 (116th Congress), South Carolina",59065.0,739881.0,38.3,32449.0,88752.0,471558.0,308618.0,60490.0,230291.0,38857.0,45421.0,741.0,45,04,2020,16.87299981327972,19.60028254994848,2.727282736668762
"Congressional District 5 (116th Congress), South Carolina",55760.0,729840.0,40.2,29740.0,97523.0,457966.0,303963.0,68602.0,223116.0,47977.0,36287.0,620.0,45,05,2020,21.503164273292818,22.569194276935022,1.0660300036422043
"Congressional District 7 (116th Congress), South Carolina",47325.0,730743.0,44.1,26961.0,124941.0,443011.0,316716.0,73546.0,212731.0,55439.0,31355.0,646.0,45,07,2020,26.060611758511925,23.221434976445774,-2.8391767820661507
"Congressional District 1 (116th Congress), Tennessee",45929.0,720629.0,44.0,26718.0,116437.0,448238.0,306842.0,72100.0,222511.0,55509.0,27821.0,546.0,47,01,2020,24.946631851908446,23.49743516207038,-1.4491966898380646
"Congressional District 2 (116th Congress), Tennessee",57100.0,754370.0,40.0,32332.0,96731.0,482825.0,320261.0,66926.0,237525.0,46108.0,43518.0,708.0,47,02,2020,19.411851384064835,20.897330614717372,1.4854792306525368
"Congressional District 3 (116th Congress), Tennessee",52322.0,736098.0,41.7,30706.0,102754.0,463149.0,310338.0,69371.0,229378.0,50888.0,33571.0,630.0,47,03,2020,22.185213926357367,22.35336955190792,0.16815562555055408
"Congressional District 4 (116th Congress), Tennessee",57223.0,800304.0,37.7,28205.0,103566.0,517133.0,326087.0,72610.0,257143.0,46899.0,30798.0,725.0,47,04,2020,18.238489867505628,22.26706369772484,4.028573830219212
"Congressional District 5 (116th Congress), Tennessee",62029.0,773359.0,34.9,36988.0,104927.0,529113.0,327778.0,56104.0,257446.0,35901.0,53059.0,990.0,47,05,2020,13.94506032332994,17.11646297188951,3.171402648559571
"Congressional District 6 (116th Congress), Tennessee",58066.0,786772.0,40.7,29918.0,97633.0,490975.0,322706.0,68923.0,244823.0,48456.0,32854.0,656.0,47,06,2020,19.79225808032742,21.357830347127106,1.565572266799684
"Congressional District 7 (116th Congress), Tennessee",61545.0,789106.0,37.6,33586.0,90259.0,500594.0,313663.0,77177.0,251508.0,55394.0,43584.0,713.0,47,07,2020,22.024746727738282,24.605069772335277,2.5803230445969945
"Congressional District 8 (116th Congress), Tennessee",60828.0,708450.0,40.9,34219.0,88699.0,439504.0,293078.0,70091.0,215793.0,49943.0,41393.0,564.0,47,08,2020,23.14393886734046,23.915476426070875,0.7715375587304152
"Congressional District 9 (116th Congress), Tennessee",42420.0,703180.0,33.8,24664.0,164207.0,458147.0,294343.0,66726.0,216720.0,56068.0,32417.0,710.0,47,09,2020,25.871170173495756,22.669470651586753,-3.2016995219090028
"Congressional District 1 (116th Congress), Utah",74194.0,773796.0,31.1,29995.0,66940.0,482444.0,280958.0,61085.0,244474.0,29674.0,33656.0,817.0,49,01,2020,12.137896054386152,21.74168381039159,9.603787756005437
"Congressional District 1 (116th Congress), Ohio",62488.0,747788.0,37.0,35679.0,99224.0,477511.0,303671.0,54136.0,236379.0,41575.0,51137.0,690.0,39,01,2020,17.58827983873356,17.827187976461367,0.23890813772780817
"Congressional District 2 (116th Congress), Utah",67049.0,781231.0,33.3,31095.0,82277.0,488475.0,296144.0,60702.0,248548.0,35910.0,40788.0,913.0,49,02,2020,14.447913481500555,20.497460694797127,6.049547213296572
"Congressional District 3 (116th Congress), Utah",77315.0,770532.0,28.4,32359.0,73301.0,486886.0,285901.0,62571.0,244363.0,27462.0,43862.0,995.0,49,03,2020,11.238198909000134,21.885547794516285,10.64734888551615
"Congressional District 4 (116th Congress), Utah",78557.0,825680.0,31.2,30531.0,60842.0,518354.0,299521.0,60328.0,262820.0,29024.0,38055.0,1080.0,49,04,2020,11.04329959668214,20.141492583157774,9.098192986475635
"Congressional District (at Large) (116th Congress), Vermont",63477.0,624340.0,42.8,35854.0,64700.0,402193.0,267374.0,35713.0,200281.0,31186.0,50946.0,877.0,50,00,2020,15.571122572785237,13.356945701526701,-2.2141768712585357
"Congressional District 1 (116th Congress), Virginia",91248.0,800745.0,39.4,41229.0,53502.0,511490.0,322613.0,60578.0,256135.0,36868.0,64441.0,1184.0,51,01,2020,14.393971928865637,18.777296637147295,4.383324708281657
"Congressional District 2 (116th Congress), Virginia",73446.0,739205.0,36.3,38199.0,60058.0,488913.0,301118.0,55704.0,250162.0,32197.0,53491.0,1112.0,51,02,2020,12.870459941957611,18.499060169103142,5.628600227145531
"Congressional District 3 (116th Congress), Virginia",57954.0,740270.0,34.8,32316.0,104868.0,488830.0,309793.0,60637.0,238172.0,42956.0,39656.0,913.0,51,03,2020,18.03570528861495,19.57339255567427,1.5376872670593222
"Congressional District 4 (116th Congress), Virginia",62263.0,775135.0,37.9,33717.0,99359.0,516667.0,327229.0,63884.0,254462.0,51251.0,47627.0,878.0,51,04,2020,20.140924774622537,19.522719563363882,-0.6182052112586547
"Congressional District 5 (116th Congress), Virginia",58557.0,739280.0,42.9,33656.0,92862.0,459895.0,315432.0,62640.0,227937.0,51719.0,45666.0,684.0,51,05,2020,22.69004154656769,19.858479799132617,-2.8315617474350745
"Congressional District 6 (116th Congress), Virginia",57285.0,756347.0,39.7,31353.0,92057.0,481519.0,322415.0,59780.0,237366.0,43713.0,39728.0,712.0,51,06,2020,18.415864108591794,18.54132096831723,0.12545685972543552
"Congressional District 8 (116th Congress), Virginia",111224.0,800273.0,36.3,61078.0,60468.0,549752.0,329355.0,50973.0,274571.0,27480.0,132038.0,1782.0,51,08,2020,10.008340283569641,15.476613380698637,5.468273097128996
"Congressional District 10 (116th Congress), Virginia",132276.0,853906.0,38.4,56946.0,34990.0,550127.0,331139.0,61536.0,276132.0,33025.0,109989.0,1550.0,51,10,2020,11.959859777208003,18.58313276297869,6.6232729857706865
"Congressional District 11 (116th Congress), Virginia",117382.0,800969.0,36.6,51154.0,49865.0,534523.0,323915.0,58738.0,263840.0,30658.0,110472.0,1766.0,51,11,2020,11.619921164342026,18.133769661793988,6.513848497451962
"Congressional District 2 (116th Congress), Washington",74591.0,753529.0,38.7,37735.0,71934.0,494299.0,312130.0,61050.0,250284.0,37264.0,44903.0,1235.0,53,02,2020,14.888686452190312,19.55915804312306,4.670471590932747
"Congressional District 5 (116th Congress), Washington",58180.0,724483.0,38.1,31540.0,94103.0,462711.0,296891.0,59273.0,233214.0,45372.0,40001.0,796.0,53,05,2020,19.45509274743369,19.964566120225943,0.5094733727922538
"Congressional District 7 (116th Congress), Washington",97596.0,798799.0,36.2,61900.0,71122.0,578289.0,343278.0,46558.0,295674.0,34397.0,106142.0,1582.0,53,07,2020,11.633420591597503,13.56276836849434,1.9293477768968366
"Congressional District 9 (116th Congress), Washington",86397.0,750506.0,36.9,48108.0,74697.0,505903.0,302624.0,56576.0,261191.0,36006.0,68074.0,1461.0,53,09,2020,13.785314195358952,18.69514645236333,4.909832257004377
"Congressional District 1 (116th Congress), West Virginia",50195.0,608716.0,41.7,28430.0,92751.0,386931.0,255344.0,58365.0,197139.0,47337.0,30414.0,566.0,54,01,2020,24.011991538964892,22.85740021304593,-1.154591325918961
"Congressional District 2 (116th Congress), West Virginia",53227.0,621458.0,42.7,29566.0,89691.0,385863.0,258457.0,61123.0,192309.0,46556.0,28720.0,598.0,54,02,2020,24.208955379103422,23.649195030507975,-0.5597603485954465
"Congressional District 1 (116th Congress), Wisconsin",69400.0,719909.0,41.1,35529.0,65079.0,458328.0,293602.0,46112.0,230505.0,35137.0,38807.0,792.0,55,01,2020,15.24348712609271,15.70561508436591,0.4621279582732001
"Congressional District 3 (116th Congress), Wisconsin",59034.0,723425.0,38.9,30978.0,81606.0,461716.0,293299.0,39872.0,236710.0,33232.0,31233.0,665.0,55,03,2020,14.039119597820118,13.59431842590667,-0.4448011719134488
"Congressional District 4 (116th Congress), Wisconsin",47062.0,708155.0,32.9,27276.0,153314.0,462282.0,287465.0,59771.0,223731.0,48740.0,34783.0,736.0,55,04,2020,21.785090130558572,20.79244429756666,-0.9926458329919114
"Congressional District 6 (116th Congress), Wisconsin",63036.0,714867.0,41.9,34295.0,58431.0,450467.0,290115.0,39916.0,232373.0,34751.0,32447.0,656.0,55,06,2020,14.954835544577037,13.758681902004378,-1.1961536425726589
"Congressional District 8 (116th Congress), Wisconsin",64822.0,733446.0,40.5,34027.0,62165.0,462732.0,295952.0,40464.0,234123.0,30135.0,30668.0,666.0,55,08,2020,12.871439371612357,13.672487430394119,0.8010480587817614
"Resident Commissioner District (at Large) (116th Congress), Puerto Rico",21058.0,3255642.0,42.4,13318.0,1400958.0,2061633.0,1450451.0,566197.0,988453.0,426425.0,122652.0,383.0,72,98,2020,43.14064502813993,39.035927446015066,-4.104717582124863
"Congressional District 1 (116th Congress), Texas",52977.0,722673.0,37.3,27042.0,116204.0,443932.0,293188.0,70580.0,218596.0,48357.0,24254.0,688.0,48,01,2020,22.12163077091987,24.073290857743153,1.9516600868232814
"Congressional District 3 (116th Congress), Texas",100748.0,896996.0,37.1,47136.0,55734.0,592488.0,355199.0,78939.0,293144.0,37152.0,93945.0,1271.0,48,03,2020,12.673634800644052,22.223880134797678,9.550245334153626
"Congressional District 5 (116th Congress), Texas",56161.0,758131.0,36.0,27191.0,100065.0,478238.0,289278.0,71034.0,246699.0,55430.0,26081.0,835.0,48,05,2020,22.468676403228226,24.555617779437082,2.0869413762088556
"Congressional District 6 (116th Congress), Texas",73376.0,802430.0,35.3,32152.0,76301.0,525902.0,324973.0,68731.0,254959.0,39417.0,42080.0,982.0,48,06,2020,15.460132805666793,21.1497570567401,5.689624251073306
"Congressional District 8 (116th Congress), Texas",75741.0,879149.0,37.1,37442.0,86165.0,563587.0,337192.0,89024.0,290443.0,63741.0,45005.0,1005.0,48,08,2020,21.94613056606632,26.40157536359107,4.455444797524752
"Congressional District 10 (116th Congress), Texas",81492.0,904588.0,35.7,38768.0,78337.0,587857.0,353816.0,76354.0,295749.0,41184.0,63825.0,1109.0,48,10,2020,13.925321810048386,21.58014335134646,7.654821541298075
"Congressional District 12 (116th Congress), Texas",73095.0,824946.0,35.6,35888.0,76656.0,537086.0,333331.0,72352.0,264007.0,38686.0,44189.0,979.0,48,12,2020,14.653399341684121,21.705751940263582,7.052352598579461
"Congressional District 13 (116th Congress), Texas",54433.0,712033.0,36.4,27826.0,97874.0,445133.0,273267.0,61548.0,232357.0,49879.0,22163.0,660.0,48,13,2020,21.466536407338708,22.523026929706113,1.0564905223674046
"Congressional District 15 (116th Congress), Texas",48029.0,794094.0,31.0,20547.0,192413.0,486240.0,293653.0,89622.0,242623.0,57350.0,23423.0,635.0,48,15,2020,23.637495208615835,30.51969501418341,6.8821998055675735
"Congressional District 17 (116th Congress), Texas",56681.0,790135.0,32.8,29539.0,131343.0,529517.0,318128.0,71830.0,265882.0,51435.0,40436.0,852.0,48,17,2020,19.3450478031608,22.578961927274555,3.233914124113756
"Congressional District 19 (116th Congress), Texas",52838.0,731230.0,33.3,26829.0,114344.0,467899.0,282280.0,63323.0,242108.0,52512.0,26938.0,707.0,48,19,2020,21.68949394485106,22.432690945160832,0.7431970003097739
"Congressional District 20 (116th Congress), Texas",54147.0,823263.0,32.5,24639.0,142412.0,544567.0,323846.0,76272.0,274498.0,55665.0,34956.0,861.0,48,20,2020,20.27883627567414,23.551935179066593,3.2730989033924516
"Congressional District 22 (116th Congress), Texas",99747.0,941210.0,36.2,41296.0,69464.0,605247.0,362028.0,86909.0,299548.0,46638.0,81169.0,1182.0,48,22,2020,15.569457983361598,24.006154220115572,8.436696236753974
"Congressional District 24 (116th Congress), Texas",78388.0,813614.0,36.0,44563.0,58298.0,557853.0,333185.0,62396.0,276413.0,28850.0,73306.0,1126.0,48,24,2020,10.437280446288705,18.727133574440625,8.28985312815192
"Congressional District 26 (116th Congress), Texas",96247.0,901361.0,35.7,42658.0,63388.0,600970.0,354785.0,69791.0,296779.0,36520.0,68492.0,1165.0,48,26,2020,12.305452879078372,19.671350254379412,7.36589737530104
"Congressional District 27 (116th Congress), Texas",56877.0,740663.0,36.7,28117.0,112162.0,459045.0,294214.0,74152.0,229256.0,46011.0,23975.0,807.0,48,27,2020,20.069703737306767,25.203423358507752,5.133719621200985
"Congressional District 29 (116th Congress), Texas",47194.0,739994.0,30.9,19396.0,169482.0,479320.0,267291.0,92155.0,247135.0,43846.0,10432.0,800.0,48,29,2020,17.741720112489126,34.47740477606803,16.7356846635789
"Congressional District 31 (116th Congress), Texas",75585.0,884928.0,35.0,34651.0,77568.0,572415.0,346429.0,73629.0,285543.0,42472.0,54965.0,994.0,48,31,2020,14.87411703316138,21.253705665518765,6.379588632357386
"Congressional District 33 (116th Congress), Texas",45539.0,738970.0,30.5,18727.0,159049.0,473077.0,268809.0,82673.0,240439.0,42184.0,12186.0,815.0,48,33,2020,17.544574715416385,30.755294651592767,13.210719936176382
"Congressional District 34 (116th Congress), Texas",42014.0,719488.0,32.4,18968.0,180802.0,433175.0,270329.0,82622.0,218727.0,63050.0,16546.0,576.0,48,34,2020,28.825887979078942,30.563498551764702,1.7376105726857602
"Congressional District 36 (116th Congress), Texas",62581.0,748782.0,37.0,30703.0,101928.0,472652.0,292221.0,82788.0,239149.0,52108.0,22690.0,815.0,48,36,2020,21.78892656879184,28.330612789635243,6.541686220843403
"Congressional District 9 (116th Congress), California",71817.0,775716.0,35.1,30158.0,100858.0,491787.0,303329.0,84157.0,245296.0,56451.0,24585.0,1064.0,06,09,2020,23.013420520513993,27.744462283527128,4.731041763013135
"Congressional District 12 (116th Congress), California",120697.0,763777.0,38.0,75210.0,77440.0,555012.0,327033.0,45173.0,291623.0,37848.0,101773.0,1927.0,06,12,2020,12.978400194772018,13.812979118315278,0.8345789235432601
"Congressional District 14 (116th Congress), California",121097.0,749549.0,39.9,58824.0,49430.0,498622.0,315730.0,50644.0,252675.0,36104.0,70898.0,2296.0,06,14,2020,14.288710794498861,16.040287587495644,1.751576792996783
"Congressional District 16 (116th Congress), California",49280.0,736400.0,30.7,20630.0,172557.0,461641.0,272603.0,90033.0,232642.0,59452.0,11355.0,809.0,06,16,2020,25.55514481477979,33.027149371063416,7.4720045562836255
"Congressional District 18 (116th Congress), California",146441.0,744487.0,40.2,77316.0,43183.0,482989.0,303910.0,61071.0,244115.0,34722.0,115429.0,2237.0,06,18,2020,14.223624111586751,20.095093942285544,5.871469830698793
"Congressional District 21 (116th Congress), California",47028.0,713346.0,30.1,17564.0,159898.0,456054.0,242110.0,83042.0,247971.0,80114.0,7832.0,746.0,06,21,2020,32.3078101874816,34.29928544876296,1.9914752612813587
"Congressional District 23 (116th Congress), California",61490.0,748143.0,34.3,28177.0,128133.0,469965.0,281295.0,85348.0,241677.0,67099.0,26888.0,881.0,06,23,2020,27.763916301509866,30.341100979398853,2.5771846778889866
"Congressional District 25 (116th Congress), California",83267.0,710525.0,36.3,34202.0,85855.0,460637.0,275838.0,80186.0,233452.0,53048.0,32159.0,1499.0,06,25,2020,22.723300721347428,29.069961354128147,6.3466606327807185
"Congressional District 4 (116th Congress), Washington",60819.0,732957.0,34.1,27628.0,104078.0,441010.0,271303.0,62776.0,224331.0,42778.0,26802.0,758.0,53,04,2020,19.069143364046877,23.13870469548807,4.069561331441193
"Congressional District 27 (116th Congress), California",83765.0,711767.0,41.8,41510.0,72653.0,462795.0,308900.0,64347.0,227060.0,43771.0,61179.0,1547.0,06,27,2020,19.277283537390996,20.831013272903853,1.5537297355128565
"Congressional District 30 (116th Congress), California",86710.0,773221.0,39.7,46767.0,78382.0,518913.0,327672.0,63991.0,258669.0,42274.0,56593.0,1681.0,06,30,2020,16.342893814102194,19.528980199711906,3.1860863856097126
"Congressional District 32 (116th Congress), California",74942.0,707305.0,37.2,27098.0,78597.0,470975.0,293451.0,70625.0,235422.0,46800.0,24554.0,1432.0,06,32,2020,19.879195657160334,24.06705037638311,4.187854719222777
"Congressional District 34 (116th Congress), California",50172.0,734546.0,35.0,27445.0,157113.0,517175.0,296929.0,74076.0,272685.0,55312.0,31166.0,1180.0,06,34,2020,20.28421071932816,24.9473779927188,4.663167273390638
"Congressional District 36 (116th Congress), California",52873.0,755516.0,42.3,30779.0,124489.0,446392.0,307630.0,80144.0,225800.0,59221.0,31259.0,998.0,06,36,2020,26.227192205491587,26.052075545297924,-0.17511666019366245
"Congressional District 39 (116th Congress), California",95636.0,732667.0,39.1,39362.0,63619.0,477406.0,303426.0,67516.0,235886.0,41556.0,51953.0,1732.0,06,39,2020,17.61698447555175,22.251224351242147,4.6342398756903975
"Congressional District 41 (116th Congress), California",71561.0,768401.0,31.5,24423.0,100779.0,511841.0,298315.0,92087.0,257197.0,56561.0,23297.0,1297.0,06,41,2020,21.991314051097017,30.86904781858103,8.877733767484013
"Congressional District 43 (116th Congress), California",64939.0,727766.0,35.9,30883.0,112511.0,481683.0,299235.0,71617.0,235748.0,47853.0,32505.0,1343.0,06,43,2020,20.29836944533994,23.933363410028907,3.6349939646889666
"Congressional District 45 (116th Congress), California",111197.0,781871.0,39.1,51914.0,65701.0,514077.0,327383.0,73844.0,253868.0,40281.0,82495.0,2166.0,06,45,2020,15.866907211621788,22.555844377991527,6.688937166369739
"Congressional District 48 (116th Congress), California",99328.0,720586.0,42.5,53656.0,63373.0,469646.0,306427.0,61924.0,233995.0,37953.0,58493.0,1955.0,06,48,2020,16.219577341396185,20.208402001129144,3.988824659732959
"Congressional District 50 (116th Congress), California",81177.0,748893.0,37.5,34855.0,78909.0,475791.0,300041.0,72674.0,238254.0,44068.0,36808.0,1492.0,06,50,2020,18.496226716025753,24.221356414623333,5.725129698597581
"Congressional District 52 (116th Congress), California",102795.0,774895.0,36.8,53357.0,63005.0,525425.0,315112.0,61254.0,273242.0,40717.0,91789.0,1927.0,06,52,2020,14.901442677187255,19.438802711416894,4.537360034229639
"Congressional District 1 (116th Congress), Arkansas",44325.0,720941.0,39.7,24523.0,126826.0,442296.0,291943.0,70909.0,223711.0,63548.0,21941.0,505.0,05,01,2020,28.40629204643491,24.288645386256906,-4.1176466601780035
"Congressional District 4 (116th Congress), Arkansas",43861.0,704589.0,41.1,24128.0,124448.0,427513.0,291217.0,73378.0,211902.0,60797.0,21139.0,486.0,05,04,2020,28.691093052448775,25.19701803122757,-3.494075021221203
"Congressional District 2 (116th Congress), Connecticut",80744.0,701886.0,42.0,41570.0,53248.0,460903.0,294516.0,47084.0,235312.0,38011.0,58605.0,954.0,09,02,2020,16.153447338002312,15.98690733270858,-0.16654000529373292
"Congressional District 4 (116th Congress), Connecticut",101143.0,736148.0,40.5,63226.0,67031.0,472083.0,305503.0,60637.0,231424.0,34513.0,86193.0,1342.0,09,04,2020,14.913319275442477,19.848250262681546,4.934930987239069
"Congressional Districts not defined (116th Congress), Connecticut",-666666666.0,0.0,-666666666.0,-666666666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-666666666.0,09,ZZ,2020,,,
"Congressional District 1 (116th Congress), Colorado",75128.0,843348.0,35.2,46221.0,92453.0,590743.0,347547.0,56439.0,300795.0,39459.0,79199.0,1313.0,08,01,2020,13.118236672817035,16.239242462170584,3.121005789353548
"Congressional District 3 (116th Congress), Colorado",58209.0,752192.0,40.5,31913.0,97450.0,469588.0,304945.0,60794.0,238189.0,42823.0,40292.0,800.0,08,03,2020,17.978580035182144,19.93605404253226,1.9574740073501147
"Congressional District 5 (116th Congress), Colorado",69691.0,811504.0,35.8,34496.0,77951.0,531287.0,315563.0,65558.0,277287.0,50192.0,61323.0,1067.0,08,05,2020,18.101101025291484,20.77493242236891,2.673831397077425
"Congressional District 7 (116th Congress), Colorado",76406.0,797811.0,36.3,37242.0,69242.0,530628.0,321029.0,53088.0,270203.0,35613.0,52274.0,1299.0,08,07,2020,13.180090524531556,16.536823776045154,3.3567332515135977
"Congressional District 1 (116th Congress), Georgia",54772.0,744521.0,36.1,29365.0,111950.0,476267.0,301575.0,69103.0,237159.0,50717.0,34489.0,814.0,13,01,2020,21.385231005359273,22.914034651413413,1.5288036460541399
"Congressional District 3 (116th Congress), Georgia",65076.0,746086.0,38.3,32186.0,92901.0,476493.0,309034.0,72983.0,231454.0,47527.0,35469.0,764.0,13,03,2020,20.534101808566714,23.616495272364855,3.082393463798141
"Congressional District 5 (116th Congress), Georgia",57586.0,780778.0,33.5,39703.0,137629.0,545841.0,333006.0,66556.0,266143.0,59270.0,69157.0,948.0,13,05,2020,22.269982678484876,19.986426670990912,-2.2835560074939636
"Congressional District 7 (116th Congress), Georgia",80096.0,833680.0,36.0,35613.0,79750.0,545618.0,328492.0,75110.0,266781.0,41206.0,60681.0,1152.0,13,07,2020,15.445627687129143,22.865092604994945,7.4194649178658025
"Congressional District 9 (116th Congress), Georgia",59198.0,762916.0,41.1,29549.0,100204.0,471654.0,314171.0,72681.0,234033.0,44165.0,33083.0,648.0,13,09,2020,18.871270290941876,23.134216716374205,4.262946425432329
"Congressional District 9 (116th Congress), Illinois",77821.0,724967.0,40.5,48432.0,74981.0,463032.0,305249.0,59983.0,229703.0,36551.0,86710.0,1135.0,17,09,2020,15.912286735480164,19.650514825601395,3.738228090121231
"Congressional District 11 (116th Congress), Illinois",80435.0,717503.0,36.6,36590.0,60758.0,466898.0,286397.0,53280.0,232997.0,30149.0,50720.0,1128.0,17,11,2020,12.939651583496783,18.603546824861994,5.663895241365211
"Congressional District 13 (116th Congress), Illinois",54091.0,700322.0,36.9,30623.0,113107.0,463378.0,295847.0,58223.0,232726.0,53238.0,40845.0,647.0,17,13,2020,22.875828227185618,19.680104919096696,-3.1957233080889225
"Congressional District 15 (116th Congress), Illinois",55696.0,687456.0,41.3,29425.0,86937.0,421551.0,277311.0,53450.0,216001.0,48712.0,26571.0,501.0,17,15,2020,22.551747445613678,19.27438868274248,-3.2773587628711986
"Congressional District 17 (116th Congress), Illinois",50713.0,675779.0,40.7,27695.0,107969.0,414985.0,277599.0,51456.0,208572.0,45849.0,24506.0,554.0,17,17,2020,21.982337034693057,18.536089827412923,-3.446247207280134
"Congressional District 1 (116th Congress), Iowa",61857.0,772873.0,39.0,33068.0,79691.0,479170.0,313736.0,41847.0,241585.0,30229.0,33208.0,603.0,19,01,2020,12.512780180888715,13.338284417472014,0.8255042365832992
