Name,Household Income,Population,Median Age,Per Capita Income,Poverty Count,Total Work Force,Total Female Workforce,Total Female Did Not Work,Total Male Workforce,Total Male Did Not Work,Masters Attainment,Median Rent,state,congressional district,Year,Male DNW %,Female DNW %,DNW Delta
"Congressional District 32 (116th Congress), Texas",77710.0,780503.0,35.5,47151.0,78732.0,523931.0,316963.0,63579.0,260069.0,33792.0,61415.0,1127.0,48,32,2020,12.993474808608484,20.058808125869582,7.065333317261098
"Congressional District 35 (116th Congress), Texas",53755.0,830798.0,32.7,25727.0,146055.0,564966.0,322625.0,75773.0,289703.0,53592.0,31093.0,931.0,48,35,2020,18.49894547174175,23.48640061991476,4.987455148173012
"Congressional District 3 (116th Congress), Washington",69543.0,743780.0,40.1,34379.0,76927.0,463309.0,302295.0,68056.0,230625.0,41934.0,36741.0,1051.0,53,03,2020,18.182764227642277,22.513108056699583,4.3303438290573055
"Congressional District 10 (116th Congress), Florida",56030.0,823865.0,35.3,29573.0,122350.0,553705.0,335044.0,74304.0,271092.0,48889.0,40967.0,1004.0,12,10,2019,18.034099125020287,22.177385656809253,4.143286531788966
"Congressional District 4 (116th Congress), Florida",73345.0,800945.0,39.6,40241.0,67953.0,520595.0,333740.0,65956.0,258926.0,39439.0,59143.0,1071.0,12,04,2019,15.231765060287495,19.76268951878708,4.530924458499586
"Congressional District 13 (116th Congress), Florida",53236.0,729991.0,47.0,34697.0,95318.0,455398.0,324319.0,59562.0,222969.0,47281.0,41005.0,926.0,12,13,2019,21.205189959142302,18.365251496212064,-2.839938462930238
"Congressional District 26 (116th Congress), Florida",60405.0,768910.0,38.9,25348.0,115221.0,507117.0,318764.0,78295.0,252707.0,56005.0,29986.0,1299.0,12,26,2019,22.162029544096523,24.562058450766084,2.4000289066695615
"Congressional District 22 (116th Congress), Florida",64929.0,755091.0,45.0,43275.0,83187.0,473132.0,320401.0,59889.0,238528.0,38747.0,55825.0,1342.0,12,22,2019,16.24421451569627,18.691889226313275,2.4476747106170045
"Congressional District 9 (116th Congress), Florida",53640.0,869762.0,37.6,24328.0,127183.0,552232.0,354091.0,89646.0,273244.0,63045.0,35909.0,992.0,12,09,2019,23.07278476380085,25.31722071444911,2.24443595064826
"Congressional District 19 (116th Congress), Florida",61306.0,813477.0,51.0,40197.0,95312.0,441582.0,358887.0,68388.0,215154.0,44704.0,53467.0,1047.0,12,19,2019,20.777675525437594,19.055580168688195,-1.7220953567493993
"Congressional District 1 (116th Congress), Florida",57846.0,771279.0,38.6,30657.0,90125.0,496452.0,310983.0,69660.0,255201.0,52567.0,39984.0,835.0,12,01,2019,20.598273517737,22.399938260290757,1.8016647425537577
"Congressional District 7 (116th Congress), Florida",63601.0,768317.0,36.7,34663.0,96997.0,527338.0,329194.0,74647.0,260047.0,53774.0,51481.0,1089.0,12,07,2019,20.678569643179888,22.675686677156936,1.997117033977048
"Congressional District 27 (116th Congress), Florida",58100.0,747186.0,41.6,40659.0,106316.0,493753.0,323100.0,68151.0,249276.0,43706.0,58318.0,1274.0,12,27,2019,17.53317607792166,21.09285051067781,3.5596744327561503
"Congressional District 3 (116th Congress), Georgia",62112.0,735074.0,38.4,30351.0,96281.0,470001.0,303528.0,73959.0,228662.0,48485.0,33658.0,739.0,13,03,2019,21.203785499995625,24.366450541630424,3.1626650416347992
"Congressional District 10 (116th Congress), Georgia",56789.0,750524.0,36.8,28140.0,113725.0,486218.0,306148.0,72682.0,240442.0,55874.0,35936.0,668.0,13,10,2019,23.238036615899052,23.74080510080092,0.5027684849018677
"Congressional District 4 (116th Congress), Georgia",57639.0,755681.0,36.1,27627.0,114207.0,499804.0,316278.0,69681.0,233943.0,51393.0,42425.0,891.0,13,04,2019,21.968171734140366,22.031567165594826,0.06339543145445958
"Congressional District 5 (116th Congress), Georgia",54166.0,771987.0,33.4,37621.0,146791.0,539966.0,329282.0,69354.0,262513.0,58105.0,64588.0,889.0,13,05,2019,22.13414192820927,21.062189855503792,-1.0719520727054785
"Congressional District 13 (116th Congress), Georgia",61289.0,759765.0,35.6,27671.0,100606.0,499292.0,315509.0,68464.0,231198.0,48273.0,39763.0,874.0,13,13,2019,20.87950587807853,21.699539474309766,0.8200335962312373
"Congressional District 7 (116th Congress), Georgia",77978.0,811492.0,36.0,34444.0,74942.0,536780.0,318983.0,76188.0,263611.0,41099.0,58093.0,1094.0,13,07,2019,15.590775802223732,23.884658430073078,8.293882627849346
"Congressional District 2 (116th Congress), Georgia",39505.0,670498.0,36.7,22143.0,160934.0,426856.0,273029.0,75553.0,212995.0,68292.0,21457.0,537.0,13,02,2019,32.0627244771004,27.67215204245703,-4.390572434643374
"Congressional District 14 (116th Congress), Georgia",51951.0,717132.0,38.1,25237.0,100049.0,457832.0,289756.0,74616.0,227315.0,48164.0,21944.0,574.0,13,14,2019,21.188218991267625,25.751321801791853,4.563102810524228
"Congressional District 11 (116th Congress), Georgia",76444.0,765954.0,36.9,40658.0,70612.0,513874.0,314490.0,66905.0,252400.0,35871.0,54755.0,1005.0,13,11,2019,14.211965134706814,21.274126363318388,7.062161228611574
"Congressional District 12 (116th Congress), Georgia",47153.0,724066.0,35.6,24440.0,139155.0,469579.0,292763.0,78249.0,234568.0,66296.0,26645.0,587.0,13,12,2019,28.263019678728558,26.7277627295799,-1.535256949148657
"Congressional District 1 (116th Congress), Idaho",56854.0,888809.0,38.2,28277.0,105060.0,545654.0,349923.0,73388.0,273541.0,47817.0,34734.0,754.0,16,01,2019,17.480743288940232,20.972613975074516,3.491870686134284
"Congressional District 1 (116th Congress), Hawaii",84993.0,710794.0,39.5,37818.0,54498.0,452588.0,292598.0,48618.0,233518.0,35454.0,41335.0,1522.0,15,01,2019,15.182555520345327,16.615971401034866,1.4334158806895392
"Congressional District 2 (116th Congress), Hawaii",77525.0,711300.0,38.7,33318.0,76151.0,442953.0,283468.0,55227.0,224755.0,42341.0,33279.0,1378.0,15,02,2019,18.838735512001957,19.482622377128987,0.6438868651270298
"Congressional District 18 (116th Congress), Illinois",66166.0,705247.0,40.6,35385.0,65548.0,436552.0,290351.0,50314.0,217691.0,39878.0,42743.0,624.0,17,18,2019,18.31862594227598,17.328681492400577,-0.9899444498754022
"Congressional District 2 (116th Congress), Illinois",50881.0,698741.0,37.9,26112.0,128330.0,446077.0,299995.0,73114.0,208818.0,58281.0,31634.0,813.0,17,02,2019,27.909950291641525,24.37173952899215,-3.538210762649374
"Congressional District 14 (116th Congress), Illinois",96149.0,734105.0,39.4,42030.0,39752.0,470462.0,289638.0,52704.0,235117.0,29431.0,57928.0,1060.0,17,14,2019,12.517597621609667,18.19650736436517,5.678909742755504
"Congressional District 16 (116th Congress), Illinois",62151.0,694781.0,40.6,31398.0,79101.0,437392.0,282746.0,50777.0,222275.0,40121.0,30399.0,672.0,17,16,2019,18.050163086267013,17.95852107545288,-0.09164201081413381
"Congressional Districts not defined (116th Congress), Illinois",,,,,,,,,,,,,17,ZZ,2019,,,
"Congressional District 17 (116th Congress), Illinois",49599.0,681131.0,40.3,26911.0,109486.0,420320.0,278802.0,53459.0,211361.0,46870.0,23806.0,544.0,17,17,2019,22.175330358959314,19.1745396374488,-3.0007907215105156
"Congressional District 3 (116th Congress), Illinois",70263.0,716449.0,38.0,32822.0,71569.0,457601.0,284284.0,65673.0,233187.0,42008.0,37645.0,898.0,17,03,2019,18.01472637840017,23.10119458006782,5.08646820166765
"Congressional District 4 (116th Congress), Illinois",55071.0,692435.0,33.2,25555.0,111138.0,471685.0,269073.0,72252.0,240680.0,41001.0,28569.0,879.0,17,04,2019,17.03548279873691,26.852192527678362,9.81670972894145
"Congressional District 11 (116th Congress), Illinois",78069.0,723342.0,36.5,35302.0,63946.0,473339.0,287670.0,56147.0,235787.0,31738.0,48097.0,1092.0,17,11,2019,13.46045371458138,19.517850314596586,6.057396600015206
"Congressional District 15 (116th Congress), Illinois",53873.0,691765.0,41.0,28394.0,89394.0,426105.0,279526.0,54299.0,217681.0,50740.0,26123.0,493.0,17,15,2019,23.3093379762129,19.42538440073553,-3.883953575477367
"Congressional District 8 (116th Congress), Illinois",74201.0,711775.0,37.2,33460.0,62740.0,467926.0,285908.0,54603.0,235962.0,29793.0,44125.0,1128.0,17,08,2019,12.62618557225316,19.098101487191684,6.471915914938524
"Congressional District 2 (116th Congress), Indiana",54276.0,724054.0,37.8,27074.0,95619.0,449884.0,289317.0,59478.0,224849.0,38353.0,28676.0,623.0,18,02,2019,17.057225071047682,20.55807297877415,3.5008479077264667
"Congressional District 6 (116th Congress), Indiana",54823.0,719099.0,40.2,28006.0,96459.0,456061.0,295892.0,60192.0,228992.0,43094.0,30756.0,576.0,18,06,2019,18.818998043599777,20.342557419599043,1.523559375999266
"Congressional District 1 (116th Congress), Indiana",59049.0,714677.0,39.2,29988.0,100207.0,455243.0,293346.0,67903.0,226718.0,52041.0,29607.0,730.0,18,01,2019,22.9540662849884,23.147750438049265,0.19368415306086462
"Congressional District 3 (116th Congress), Indiana",55862.0,743000.0,37.1,28413.0,85614.0,460845.0,293657.0,55718.0,230398.0,33733.0,29001.0,596.0,18,03,2019,14.641186121407303,18.973836823232546,4.3326507018252425
"Congressional District 4 (116th Congress), Indiana",59788.0,756185.0,36.6,29715.0,86487.0,490771.0,302794.0,57326.0,251461.0,41759.0,34752.0,649.0,18,04,2019,16.60655131412028,18.932343441415615,2.3257921272953332
"Congressional District 1 (116th Congress), Iowa",60495.0,772352.0,38.9,31986.0,83553.0,480886.0,312982.0,42658.0,242735.0,30822.0,32193.0,589.0,19,01,2019,12.697798010175706,13.629537800895898,0.9317397907201919
"Congressional District 4 (116th Congress), Iowa",57381.0,755085.0,39.0,30276.0,85735.0,465993.0,303145.0,39994.0,239860.0,28130.0,25806.0,560.0,19,04,2019,11.727674476778121,13.193026439492652,1.4653519627145304
"Congressional District 3 (116th Congress), Iowa",66928.0,831497.0,37.0,35223.0,79421.0,527718.0,331564.0,48717.0,263602.0,32071.0,40158.0,755.0,19,03,2019,12.166447902519709,14.693090926638599,2.52664302411889
"Congressional District 3 (116th Congress), Kansas",78344.0,768619.0,36.8,41246.0,63189.0,491025.0,305963.0,51584.0,243737.0,28226.0,68138.0,849.0,20,03,2019,11.580515063367482,16.859554913502613,5.279039850135131
"Congressional District 4 (116th Congress), Kansas",56238.0,723478.0,36.6,29076.0,92263.0,449160.0,284237.0,54331.0,225832.0,37360.0,37738.0,601.0,20,04,2019,16.543271104183642,19.114682465688844,2.571411361505202
"Congressional District 2 (116th Congress), Kentucky",52188.0,758608.0,38.6,27577.0,112438.0,484645.0,307770.0,70165.0,242291.0,49532.0,32797.0,554.0,21,02,2019,20.4431860861526,22.797868538194106,2.354682452041505
"Congressional District 1 (116th Congress), Kentucky",44306.0,718563.0,40.0,24784.0,127755.0,444062.0,292162.0,74164.0,224026.0,57035.0,26105.0,483.0,21,01,2019,25.459098497495827,25.384546929443253,-0.07455156805257346
"Congressional District 3 (116th Congress), Kentucky",55382.0,744534.0,38.1,32460.0,106402.0,481116.0,313475.0,56591.0,235004.0,42477.0,47863.0,709.0,21,03,2019,18.07501148916614,18.05279527873036,-0.02221621043577926
"Congressional District 4 (116th Congress), Kentucky",64263.0,758440.0,39.0,33058.0,90999.0,484250.0,302728.0,61992.0,244224.0,47679.0,41850.0,642.0,21,04,2019,19.52265133647799,20.477788641949207,0.9551373054712187
"Congressional District 2 (116th Congress), Louisiana",40988.0,790750.0,36.5,25298.0,185070.0,519821.0,331923.0,83467.0,251085.0,73128.0,31891.0,761.0,22,02,2019,29.124798375052272,25.14649481958165,-3.978303555470621
"Congressional District 6 (116th Congress), Louisiana",64663.0,790815.0,35.7,33437.0,100295.0,515920.0,325078.0,72209.0,251388.0,47087.0,36792.0,816.0,22,06,2019,18.730806561967952,22.21282276868936,3.4820162067214078
"Congressional District 3 (116th Congress), Louisiana",50445.0,784883.0,36.3,27712.0,143215.0,499544.0,315458.0,81844.0,246169.0,57625.0,25403.0,633.0,22,03,2019,23.408715150973517,25.944499743230477,2.5357845922569595
"Congressional District 1 (116th Congress), Maine",66524.0,681859.0,44.3,36978.0,62164.0,435053.0,295485.0,40454.0,214219.0,29286.0,52850.0,871.0,23,01,2019,13.671056255514216,13.690711880467706,0.019655624953490047
"Congressional District 3 (116th Congress), Florida",51117.0,738669.0,37.3,27255.0,125144.0,482569.0,308884.0,78347.0,239536.0,66481.0,36102.0,780.0,12,03,2019,27.75407454411863,25.36453814376918,-2.3895364003494493
"Congressional District 3 (116th Congress), California",68603.0,742328.0,35.2,31605.0,101916.0,481141.0,295386.0,74818.0,243086.0,58910.0,29805.0,1129.0,06,03,2019,24.234221633495963,25.32889168748688,1.0946700539909173
"Congressional District 21 (116th Congress), California",44293.0,713144.0,29.8,17008.0,175366.0,454240.0,241025.0,84629.0,247148.0,78587.0,7661.0,732.0,06,21,2019,31.79754640943888,35.112125298205584,3.314578888766704
"Congressional District 48 (116th Congress), California",95238.0,723594.0,42.0,51845.0,66009.0,472817.0,306406.0,63716.0,235797.0,37721.0,58546.0,1875.0,06,48,2019,15.997234909689267,20.794631958904198,4.797397049214931
"Congressional District 10 (116th Congress), California",65670.0,751622.0,34.5,27648.0,101315.0,477914.0,290172.0,84175.0,239989.0,53533.0,17272.0,1026.0,06,10,2019,22.3064390451229,29.00865693450781,6.702217889384908
"Congressional District 34 (116th Congress), California",46539.0,733639.0,34.6,25403.0,166379.0,515273.0,294258.0,75995.0,271551.0,55380.0,27297.0,1131.0,06,34,2019,20.39395914579582,25.825975844327086,5.4320166985312675
"Congressional District 52 (116th Congress), California",99092.0,768293.0,36.7,51442.0,65609.0,526399.0,313348.0,63938.0,272494.0,42226.0,89046.0,1855.0,06,52,2019,15.496121015508598,20.40478956304173,4.908668547533134
"Congressional District 30 (116th Congress), California",84227.0,767589.0,39.4,45412.0,76808.0,519464.0,326440.0,66950.0,259533.0,42227.0,55593.0,1613.0,06,30,2019,16.270377948083674,20.509128783237347,4.238750835153674
"Congressional District 18 (116th Congress), California",139971.0,741968.0,39.9,74594.0,46099.0,482133.0,302260.0,63767.0,243353.0,35043.0,114104.0,2131.0,06,18,2019,14.400069035516308,21.09673790776153,6.696668872245221
"Congressional District 20 (116th Congress), California",74396.0,737426.0,34.8,32706.0,93008.0,477808.0,287777.0,66834.0,244491.0,48200.0,35259.0,1437.0,06,20,2019,19.714427115926558,23.224232652366243,3.5098055364396856
"Congressional District 42 (116th Congress), California",86229.0,809051.0,35.1,32182.0,75489.0,520097.0,311811.0,89004.0,261367.0,54285.0,33810.0,1531.0,06,42,2019,20.769645747167775,28.544214283652597,7.774568536484821
"Congressional District 25 (116th Congress), California",82366.0,714481.0,36.4,33638.0,85504.0,466728.0,278348.0,81472.0,235593.0,53799.0,31606.0,1419.0,06,25,2019,22.835568119596083,29.269834882952274,6.434266763356192
"Congressional District 32 (116th Congress), California",71180.0,712870.0,37.1,25868.0,82615.0,475078.0,294747.0,76407.0,237159.0,48340.0,22466.0,1371.0,06,32,2019,20.382949835342533,25.92291015684638,5.539960321503848
"Congressional District 43 (116th Congress), California",61277.0,730307.0,35.6,29357.0,120333.0,484633.0,300238.0,74938.0,235918.0,48399.0,30402.0,1294.0,06,43,2019,20.51517900287388,24.959532104530407,4.444353101656528
"Congressional District 35 (116th Congress), California",65014.0,747555.0,32.4,22056.0,108103.0,505650.0,287611.0,87664.0,257791.0,58852.0,15863.0,1266.0,06,35,2019,22.82934625336028,30.48005813407693,7.650711880716649
"Congressional District 13 (116th Congress), California",80540.0,759834.0,36.7,46092.0,109549.0,526591.0,327645.0,66199.0,258350.0,45954.0,75804.0,1483.0,06,13,2019,17.78749758080124,20.204489615284835,2.416992034483595
"Congressional District 44 (116th Congress), California",54894.0,718922.0,32.4,20379.0,132943.0,469510.0,282093.0,90036.0,230310.0,52879.0,12759.0,1114.0,06,44,2019,22.95992358126004,31.917133711222895,8.957210129962856
"Congressional District 49 (116th Congress), California",93626.0,740198.0,38.1,47619.0,56782.0,475722.0,293861.0,64712.0,244121.0,34127.0,58790.0,1804.0,06,49,2019,13.979542931579012,22.021295782699983,8.041752851120972
"Congressional District 5 (116th Congress), California",79832.0,727130.0,40.5,39632.0,69481.0,469141.0,307865.0,58077.0,232594.0,41068.0,37089.0,1473.0,06,05,2019,17.656517365022314,18.864437334545986,1.2079199695236724
"Congressional District 29 (116th Congress), California",56022.0,720207.0,34.6,23477.0,125280.0,492766.0,287898.0,80953.0,249931.0,49092.0,17561.0,1255.0,06,29,2019,19.642221253065845,28.11863924028649,8.476417987220646
"Congressional District 7 (116th Congress), California",77269.0,751400.0,38.6,36551.0,83676.0,483855.0,309161.0,68855.0,240159.0,53668.0,40742.0,1183.0,06,07,2019,22.346861870677344,22.27156724166373,-0.07529462901361583
"Congressional District 39 (116th Congress), California",91607.0,728841.0,39.2,38039.0,64251.0,480858.0,304195.0,71107.0,237411.0,43089.0,49828.0,1659.0,06,39,2019,18.149538142714533,23.375466394911157,5.225928252196624
"Congressional District 50 (116th Congress), California",78174.0,750181.0,37.2,33634.0,80077.0,480613.0,297630.0,73852.0,243090.0,44300.0,36369.0,1417.0,06,50,2019,18.223703155210004,24.813358868393642,6.589655713183639
"Congressional District 23 (116th Congress), California",60549.0,743054.0,34.2,27495.0,130158.0,468760.0,278095.0,89458.0,241684.0,68906.0,24522.0,875.0,06,23,2019,28.5107826748978,32.168143979575326,3.6573613046775257
"Congressional District 51 (116th Congress), California",49965.0,731761.0,32.9,20126.0,141235.0,480975.0,278169.0,85973.0,250885.0,71025.0,14482.0,1122.0,06,51,2019,28.30978336688124,30.90675093198739,2.596967565106148
"Congressional District 1 (116th Congress), California",54202.0,706834.0,42.3,30422.0,114283.0,433755.0,291243.0,68936.0,222069.0,64287.0,28215.0,853.0,06,01,2019,28.94911041162882,23.66958175818818,-5.279528653440639
"Congressional District 40 (116th Congress), California",49369.0,715562.0,31.0,17533.0,155142.0,472321.0,270900.0,92184.0,236959.0,50210.0,9099.0,1122.0,06,40,2019,21.189319671335547,34.02879291251384,12.839473241178297
"Congressional District 45 (116th Congress), California",107787.0,779324.0,39.1,50665.0,68706.0,516426.0,326469.0,78820.0,255290.0,41828.0,80846.0,2099.0,06,45,2019,16.3845038975283,24.143180516373683,7.7586766188453815
"Congressional District 22 (116th Congress), California",62272.0,763702.0,32.7,28087.0,132013.0,473502.0,293221.0,80181.0,233750.0,51576.0,26755.0,900.0,06,22,2019,22.064598930481285,27.34490367333854,5.280304742857254
"Congressional District 9 (116th Congress), California",68396.0,768191.0,34.9,29226.0,106013.0,485308.0,297637.0,84218.0,243256.0,57784.0,22016.0,991.0,06,09,2019,23.7543986582037,28.295541212954035,4.5411425547503335
"Congressional District 27 (116th Congress), California",80807.0,714769.0,41.8,39971.0,78111.0,466439.0,311336.0,69540.0,226573.0,46271.0,59610.0,1467.0,06,27,2019,20.422115609538647,22.335997122080325,1.9138815125416784
"Congressional District 14 (116th Congress), California",116113.0,753409.0,39.8,55675.0,52869.0,502849.0,317601.0,53335.0,253053.0,36076.0,68897.0,2172.0,06,14,2019,14.256302039493702,16.793083145204204,2.536781105710501
"Congressional District 2 (116th Congress), California",76349.0,716090.0,44.3,49211.0,81476.0,443458.0,300275.0,55223.0,222725.0,44064.0,54037.0,1322.0,06,02,2019,19.784038612638906,18.39080842560986,-1.3932301870290473
"Congressional District 1 (116th Congress), Colorado",70736.0,832187.0,35.1,44364.0,98827.0,581755.0,341151.0,57832.0,296691.0,37928.0,77219.0,1227.0,08,01,2019,12.783670552864765,16.95202417697735,4.168353624112585
"Congressional District 3 (116th Congress), Colorado",55616.0,744735.0,40.4,30845.0,103821.0,468065.0,301211.0,60905.0,237166.0,42657.0,38288.0,775.0,08,03,2019,17.98613629272324,20.22004508467486,2.2339087919516203
"Congressional District 4 (116th Congress), Colorado",77919.0,819625.0,37.1,37258.0,69649.0,526609.0,315295.0,62168.0,270383.0,39570.0,50778.0,1015.0,08,04,2019,14.6347958266607,19.71740750725511,5.082611680594411
"Congressional District 2 (116th Congress), Colorado",82178.0,807266.0,37.8,45172.0,80157.0,552680.0,332627.0,53289.0,282446.0,35692.0,87790.0,1336.0,08,02,2019,12.636751803884636,16.020647752587735,3.383895948703099
"Congressional District 6 (116th Congress), Colorado",83877.0,817676.0,36.5,40339.0,59950.0,537737.0,323033.0,57807.0,268706.0,30935.0,64572.0,1301.0,08,06,2019,11.512582525138999,17.895075735296395,6.382493210157396
"Delegate District (at Large) (116th Congress), District of Columbia",86420.0,692683.0,34.0,56147.0,107140.0,495457.0,308135.0,53176.0,236730.0,44204.0,104526.0,1444.0,11,98,2019,18.672749545896167,17.257370957534846,-1.415378588361321
"Congressional District 3 (116th Congress), Connecticut",71475.0,713930.0,39.7,38506.0,77517.0,472868.0,310971.0,53872.0,230770.0,43576.0,58101.0,1020.0,09,03,2019,18.882870390432032,17.323801897926174,-1.5590684925058582
"Congressional District 4 (116th Congress), Connecticut",99056.0,735686.0,40.3,61513.0,66415.0,471957.0,305016.0,62716.0,230904.0,35423.0,83254.0,1325.0,09,04,2019,15.341007518275994,20.56154431242951,5.220536794153517
"Congressional District 2 (116th Congress), Connecticut",79153.0,702769.0,42.1,40653.0,55052.0,463632.0,294435.0,46504.0,236399.0,38628.0,56523.0,937.0,09,02,2019,16.340170643699846,15.794317930952502,-0.5458527127473438
"Congressional District 17 (116th Congress), Florida",51302.0,773684.0,51.7,29202.0,104890.0,411329.0,332214.0,70431.0,208195.0,60591.0,35241.0,793.0,12,17,2019,29.103004394918226,21.20049124961621,-7.9025131453020165
"Congressional District 6 (116th Congress), Florida",51167.0,767325.0,47.6,29001.0,103813.0,453253.0,335406.0,77217.0,222017.0,57082.0,35468.0,895.0,12,06,2019,25.710643779530397,23.021949517897713,-2.6886942616326834
"Congressional District 5 (116th Congress), Florida",43129.0,731618.0,34.0,22206.0,157482.0,488523.0,304007.0,72616.0,238120.0,69502.0,23913.0,756.0,12,05,2019,29.187804468335294,23.88629209195841,-5.301512376376884
"Congressional District 24 (116th Congress), Florida",41694.0,746402.0,37.0,21638.0,158955.0,494569.0,310452.0,81049.0,243215.0,62856.0,24483.0,1019.0,12,24,2019,25.843800752420698,26.106773349825417,0.262972597404719
"Congressional District 11 (116th Congress), Florida",48690.0,772901.0,55.5,28051.0,99209.0,385217.0,347145.0,70768.0,187574.0,59088.0,37315.0,768.0,12,11,2019,31.501167539211192,20.38571778363508,-11.115449755576112
"Congressional District 23 (116th Congress), Florida",67575.0,760118.0,41.6,37721.0,78203.0,490263.0,327548.0,67009.0,237149.0,41685.0,56424.0,1424.0,12,23,2019,17.57755672594023,20.457764968798465,2.8802082428582345
"Congressional District 8 (116th Congress), Florida",56474.0,754594.0,48.4,32999.0,87441.0,446234.0,328312.0,72276.0,220357.0,53130.0,49482.0,888.0,12,08,2019,24.110874626174798,22.014425302760788,-2.09644932341401
"Congressional District 18 (116th Congress), Florida",62019.0,771253.0,47.6,38523.0,82127.0,449980.0,333932.0,63774.0,221252.0,45255.0,46697.0,1161.0,12,18,2019,20.454052392746732,19.09790017129236,-1.3561522214543729
"Congressional District 20 (116th Congress), Florida",47743.0,788175.0,36.3,22697.0,146731.0,514626.0,322059.0,70532.0,253107.0,60933.0,28523.0,1095.0,12,20,2019,24.07400822577013,21.900335031779893,-2.1736731939902363
"Congressional District 25 (116th Congress), Florida",52185.0,771549.0,42.2,24807.0,124876.0,489909.0,326336.0,72909.0,245323.0,47406.0,32531.0,1184.0,12,25,2019,19.32391174084778,22.341696901353206,3.017785160505426
"Congressional District 2 (116th Congress), Maine",50076.0,653633.0,45.1,28108.0,90967.0,411428.0,278660.0,52197.0,204226.0,40865.0,29279.0,643.0,23,02,2019,20.009695141656792,18.731428981554583,-1.2782661601022092
"Congressional District 1 (116th Congress), Maryland",76887.0,732773.0,42.7,38338.0,65230.0,460871.0,306742.0,53308.0,228274.0,39755.0,50147.0,870.0,24,01,2019,17.415474386044842,17.378774344563183,-0.03670004148165873
"Congressional District 3 (116th Congress), Maryland",90871.0,757053.0,37.3,46701.0,58745.0,498567.0,321181.0,53731.0,241846.0,33574.0,81542.0,1353.0,24,03,2019,13.882387965895653,16.72919630986889,2.846808343973237
"Congressional District 4 (116th Congress), Maryland",85580.0,752243.0,37.7,39717.0,59751.0,491786.0,312167.0,51188.0,238625.0,33880.0,58283.0,1353.0,24,04,2019,14.198009429020429,16.39763331806373,2.1996238890433
"Congressional District 1 (116th Congress), Alabama",49773.0,710135.0,39.8,27365.0,116381.0,443395.0,297086.0,79652.0,214972.0,58737.0,30233.0,652.0,01,01,2019,27.323093240049868,26.811091737745972,-0.512001502303896
"Congressional District 3 (116th Congress), Alabama",49110.0,708888.0,38.6,26196.0,119074.0,456742.0,296561.0,77834.0,224106.0,56354.0,31787.0,541.0,01,03,2019,25.146136203403746,26.245527901510986,1.0993916981072402
"Congressional District 5 (116th Congress), Alabama",57758.0,720362.0,39.7,31903.0,96311.0,465013.0,299411.0,74580.0,230993.0,49010.0,47215.0,587.0,01,05,2019,21.217093158667147,24.908904482467243,3.6918113238000956
"Congressional District 4 (116th Congress), Alabama",45111.0,684757.0,40.8,24704.0,117363.0,421605.0,281648.0,79496.0,209833.0,52605.0,22654.0,438.0,01,04,2019,25.069936568604557,28.225302505254785,3.1553659366502274
"Congressional District 7 (116th Congress), Alabama",37960.0,667654.0,36.4,21980.0,159706.0,436609.0,290060.0,79494.0,206435.0,64319.0,24325.0,556.0,01,07,2019,31.15702279167777,27.406053919878644,-3.750968871799124
"Congressional District 2 (116th Congress), Alabama",48611.0,679684.0,38.6,26440.0,118504.0,430916.0,284334.0,76270.0,210276.0,54457.0,29889.0,582.0,01,02,2019,25.89786756453423,26.82408716509457,0.9262196005603407
"Congressional District 6 (116th Congress), Alabama",67967.0,704770.0,39.2,36378.0,68650.0,447983.0,292867.0,66763.0,218366.0,42239.0,44425.0,793.0,01,06,2019,19.343212771218962,22.7963546592822,3.4531418880632394
"Congressional District (at Large) (116th Congress), Alaska",77640.0,737068.0,34.3,36787.0,76933.0,489098.0,271742.0,54548.0,258964.0,40685.0,37958.0,1126.0,02,00,2019,15.710677932067778,20.073452024346622,4.362774092278844
"Congressional District 1 (116th Congress), Arizona",54503.0,762575.0,37.7,25205.0,141771.0,462647.0,299989.0,81789.0,236105.0,76148.0,37245.0,773.0,04,01,2019,32.25175239829737,27.263999679988267,-4.987752718309103
"Congressional District 3 (116th Congress), Arizona",49422.0,776579.0,31.9,20816.0,151799.0,501994.0,296522.0,83220.0,254529.0,58867.0,19682.0,753.0,04,03,2019,23.12781647670796,28.065371203485746,4.937554726777787
"Congressional District 5 (116th Congress), Arizona",77763.0,820915.0,38.3,36199.0,65800.0,497902.0,326922.0,67354.0,246263.0,35403.0,53720.0,1113.0,04,05,2019,14.376093850882999,20.602467866952974,6.226374016069975
"Congressional District 4 (116th Congress), Arizona",52411.0,786254.0,47.8,27738.0,98059.0,437674.0,322901.0,73246.0,224944.0,66076.0,30626.0,764.0,04,04,2019,29.374422078383954,22.683732784971244,-6.69068929341271
"Congressional District 7 (116th Congress), Arizona",44893.0,811872.0,29.8,19148.0,208559.0,533205.0,299593.0,95337.0,267164.0,59119.0,17034.0,773.0,04,07,2019,22.128355616774716,31.822172080122034,9.693816463347318
"Congressional District 2 (116th Congress), Arizona",53864.0,724083.0,40.9,32091.0,103655.0,441953.0,303767.0,64261.0,221760.0,46842.0,51414.0,755.0,04,02,2019,21.1228354978355,21.154700806868423,0.031865309032923506
"Congressional District 6 (116th Congress), Arizona",74373.0,792368.0,42.5,46605.0,84274.0,503445.0,334240.0,67223.0,250118.0,41502.0,67847.0,1034.0,04,06,2019,16.59296811904781,20.11219483006223,3.5192267110144186
