Name,Household Income,Population,Median Age,Per Capita Income,Poverty Count,Total Work Force,Total Female Workforce,Total Female Did Not Work,Total Male Workforce,Total Male Did Not Work,Masters Attainment,Median Rent,state,Year,state_code,geometry,id,properties,Male DNW %,Female DNW %,DNW Delta,Poverty Rate
Pennsylvania,56951.0,12790505.0,40.7,31476.0,1623537.0,8238949.0,5372121.0,1072306.0,4105502.0,810540.0,752518.0,719.0,42,2017,42,<fiona.model.Geometry object at 0x000001BBBA295840>,42,<fiona.model.Properties object at 0x000001BBBA294250>,19.742774452429934,19.960570508370903,0.21779605594096907,12.693298661780752
Rhode Island,61043.0,1056138.0,39.9,33315.0,136126.0,701185.0,452976.0,86492.0,345675.0,65021.0,67318.0,820.0,44,2017,44,<fiona.model.Geometry object at 0x000001BBBA294850>,44,<fiona.model.Properties object at 0x000001BBBA294550>,18.809864757358792,19.09416834445975,0.2843035871009576,12.889035334397589
South Carolina,48781.0,4893444.0,39.0,26645.0,790657.0,3131210.0,2042058.0,476144.0,1532044.0,348136.0,241554.0,638.0,45,2017,45,<fiona.model.Geometry object at 0x000001BBBA295540>,45,<fiona.model.Properties object at 0x000001BBBA2946D0>,22.723629347459994,23.31686955022825,0.5932402027682571,16.157475185166113
South Dakota,54126.0,855444.0,36.8,28761.0,114885.0,534332.0,332975.0,48285.0,273225.0,33117.0,32264.0,583.0,46,2017,46,<fiona.model.Geometry object at 0x000001BBBA2953C0>,46,<fiona.model.Properties object at 0x000001BBBA294910>,12.12077957727148,14.501088670320595,2.3803090930491155,13.429867998372774
Tennessee,48708.0,6597381.0,38.6,27277.0,1072360.0,4256901.0,2730044.0,652781.0,2094546.0,458973.0,301103.0,625.0,47,2017,47,<fiona.model.Geometry object at 0x000001BBBA294C70>,47,<fiona.model.Properties object at 0x000001BBBA294A90>,21.91276773105007,23.911006562531593,1.9982388314815225,16.25432880108031
Texas,57051.0,27419612.0,34.3,28985.0,4291384.0,17782102.0,10660959.0,2761532.0,8909606.0,1693438.0,1255615.0,789.0,48,2017,48,<fiona.model.Geometry object at 0x000001BBBA295720>,48,<fiona.model.Properties object at 0x000001BBBA294C10>,19.00687864311845,25.903223152813926,6.896344509695474,15.650783096420183
Vermont,57808.0,624636.0,42.8,31917.0,68144.0,410480.0,266215.0,39350.0,203781.0,31979.0,46246.0,821.0,50,2017,50,<fiona.model.Geometry object at 0x000001BBBA294DC0>,50,<fiona.model.Properties object at 0x000001BBBA295000>,15.692827103606323,14.78128580282854,-0.9115413007777828,10.909393630850607
Utah,65325.0,2993941.0,30.5,26907.0,324856.0,1871993.0,1091552.0,253999.0,945762.0,123513.0,136858.0,822.0,49,2017,49,<fiona.model.Geometry object at 0x000001BBBA2964A0>,49,<fiona.model.Properties object at 0x000001BBBA294E80>,13.0596281093975,23.269528158072177,10.209900048674676,10.850447620711297
Virginia,68766.0,8365952.0,38.0,36268.0,906838.0,5520524.0,3440791.0,698150.0,2743808.0,476061.0,670315.0,981.0,51,2017,51,<fiona.model.Geometry object at 0x000001BBBA295270>,51,<fiona.model.Properties object at 0x000001BBBA295180>,17.35037582804628,20.290392528927214,2.9400167008809355,10.839627098027815
Washington,66174.0,7169967.0,37.6,34869.0,859950.0,4705812.0,2887525.0,634376.0,2379166.0,418491.0,444410.0,973.0,53,2017,53,<fiona.model.Geometry object at 0x000001BBBA2956F0>,53,<fiona.model.Properties object at 0x000001BBBA295600>,17.589819289616614,21.96954138925204,4.379722099635426,11.993779050865925
West Virginia,44061.0,1836843.0,42.2,24774.0,317089.0,1166725.0,766555.0,209574.0,585240.0,165689.0,74597.0,506.0,54,2017,54,<fiona.model.Geometry object at 0x000001BBBA295D20>,54,<fiona.model.Properties object at 0x000001BBBA295900>,28.31129109425193,27.33972122026469,-0.9715698739872423,17.262716519593674
Wisconsin,56759.0,5763217.0,39.2,30557.0,692719.0,3721550.0,2339786.0,366003.0,1875533.0,282595.0,278119.0,682.0,55,2017,55,<fiona.model.Geometry object at 0x000001BBBA2962C0>,55,<fiona.model.Properties object at 0x000001BBBA295A80>,15.067450159501325,15.642584407291949,0.5751342477906238,12.019658465055194
Wyoming,60938.0,583200.0,37.0,31214.0,63398.0,375543.0,225317.0,38804.0,194369.0,25176.0,26053.0,698.0,56,2017,56,,,,12.952682783777249,17.221958396392637,4.269275612615388,10.87071330589849
Puerto Rico,19775.0,3468963.0,40.1,12081.0,1543220.0,2206663.0,1506874.0,633335.0,1056038.0,484619.0,115565.0,362.0,72,2017,72,,,,45.89029940210485,42.029725113048606,-3.8605742890562453,44.48649351405593
Delaware,63036.0,943732.0,39.8,32625.0,111304.0,602139.0,397693.0,81364.0,293625.0,60970.0,60642.0,897.0,10,2017,10,<fiona.model.Geometry object at 0x000001BBB6BAEF80>,10,<fiona.model.Properties object at 0x000001BBB6BAFA30>,20.76458067262665,20.4589972667359,-0.3055834058907507,11.79402627016992
District of Columbia,77649.0,672391.0,33.9,50832.0,111025.0,484846.0,300088.0,57163.0,231989.0,45124.0,96398.0,1330.0,11,2017,11,<fiona.model.Geometry object at 0x000001BBB6BAF580>,11,<fiona.model.Properties object at 0x000001BBB6BAFF10>,19.450922242002854,19.048745701260962,-0.40217654074189113,16.51196996985385
Connecticut,73781.0,3594478.0,40.8,41365.0,350783.0,2352334.0,1515179.0,282898.0,1164864.0,207359.0,306063.0,944.0,09,2017,9,<fiona.model.Geometry object at 0x000001BBB6BAE8F0>,9,<fiona.model.Properties object at 0x000001BBB6BAEFB0>,17.801133866271083,18.670929309342327,0.8697954430712436,9.758941353932338
Florida,50883.0,20278447.0,41.8,28774.0,3070972.0,12718497.0,8587836.0,1972819.0,6289970.0,1479106.0,1021907.0,909.0,12,2017,12,<fiona.model.Geometry object at 0x000001BBB6BAD360>,12,<fiona.model.Properties object at 0x000001BBB6BAF790>,23.515310883835696,22.97224818918293,-0.5430626946527646,15.144019657915619
Georgia,52977.0,10201635.0,36.4,28015.0,1679030.0,6684903.0,4144082.0,1051772.0,3277245.0,745825.0,539097.0,733.0,13,2017,13,<fiona.model.Geometry object at 0x000001BBB6BAFD90>,13,<fiona.model.Properties object at 0x000001BBB6BAFF70>,22.75768213850353,25.380096243269318,2.622414104765788,16.458440240216397
Idaho,50985.0,1657375.0,35.9,25471.0,236000.0,1028913.0,638754.0,142147.0,518585.0,84475.0,62960.0,661.0,16,2017,16,<fiona.model.Geometry object at 0x000001BBB6E3FF70>,16,<fiona.model.Properties object at 0x000001BBB6E3DC60>,16.289518593866,22.25379410539895,5.96427551153295,14.239384568972019
Hawaii,74923.0,1421658.0,38.8,32511.0,143148.0,907788.0,573554.0,112607.0,465099.0,82870.0,69536.0,1348.0,15,2017,15,<fiona.model.Geometry object at 0x000001BBB6E3C460>,15,<fiona.model.Properties object at 0x000001BBB6BAF370>,17.817711927998126,19.63319931514731,1.815487387149183,10.06908834614232
Illinois,61229.0,12854526.0,37.7,32924.0,1698613.0,8389951.0,5261565.0,1130778.0,4178027.0,818212.0,823826.0,820.0,17,2017,17,<fiona.model.Geometry object at 0x000001BBB6E3FBE0>,17,<fiona.model.Properties object at 0x000001BBB6E3EC50>,19.583693451478414,21.491286337810138,1.9075928863317237,13.214123959140927
Indiana,52182.0,6614418.0,37.5,27305.0,933540.0,4247772.0,2673655.0,564027.0,2119820.0,401837.0,295381.0,617.0,18,2017,18,<fiona.model.Geometry object at 0x000001BBB6E3F910>,18,<fiona.model.Properties object at 0x000001BBB6E3F6D0>,18.9561849591003,21.0957285064827,2.1395435473823987,14.113713406077451
Iowa,56570.0,3118102.0,38.1,30063.0,361343.0,1969586.0,1253631.0,185351.0,996086.0,133415.0,128747.0,602.0,19,2017,19,<fiona.model.Geometry object at 0x000001BBB6E3FA00>,19,<fiona.model.Properties object at 0x000001BBB6E3F8B0>,13.393923817822959,14.785132148136094,1.3912083303131357,11.588556115226506
Kansas,55477.0,2903820.0,36.3,29600.0,361285.0,1838360.0,1145398.0,210126.0,930334.0,139695.0,162930.0,614.0,20,2017,20,<fiona.model.Geometry object at 0x000001BBB6E3FD60>,20,<fiona.model.Properties object at 0x000001BBB6E3FB80>,15.01557505154063,18.345238947509948,3.3296638959693183,12.441714706834446
Kentucky,46535.0,4424376.0,38.6,25888.0,783586.0,2853360.0,1807635.0,446675.0,1423382.0,341855.0,205326.0,548.0,21,2017,21,<fiona.model.Geometry object at 0x000001BBB6E3FF40>,21,<fiona.model.Properties object at 0x000001BBB6E3FE50>,24.017094497471515,24.710464225355228,0.693369727883713,17.710655694723958
Louisiana,46710.0,4663461.0,36.4,26205.0,887574.0,3018159.0,1896553.0,499830.0,1491553.0,385780.0,168699.0,657.0,22,2017,22,<fiona.model.Geometry object at 0x000001BBB6E3C040>,22,<fiona.model.Properties object at 0x000001BBB6E3C190>,25.864317258588866,26.354654997777548,0.49033773918868206,19.03251683674421
Maine,53024.0,1330158.0,44.3,29886.0,166904.0,854397.0,569749.0,97491.0,421555.0,74508.0,75126.0,704.0,23,2017,23,<fiona.model.Geometry object at 0x000001BBB6E3CB50>,23,<fiona.model.Properties object at 0x000001BBB6E3C130>,17.67456203816821,17.11121915088925,-0.5633428872789601,12.547682305410335
Maryland,78916.0,5996079.0,38.5,39070.0,566966.0,3951666.0,2503614.0,470656.0,1931044.0,340596.0,510441.0,1153.0,24,2017,24,<fiona.model.Geometry object at 0x000001BBB6E3C340>,24,<fiona.model.Properties object at 0x000001BBB6E3D090>,17.63792021310752,18.799064072976105,1.1611438598685844,9.455612576151848
Massachusetts,74167.0,6789319.0,39.4,39913.0,727546.0,4526425.0,2901798.0,504823.0,2223539.0,379045.0,617390.0,1031.0,25,2017,25,<fiona.model.Geometry object at 0x000001BBB6E3D7B0>,25,<fiona.model.Properties object at 0x000001BBB6E3CDF0>,17.046923845275483,17.396903574955942,0.34997972968045943,10.71603794136054
Michigan,52668.0,9925568.0,39.6,28938.0,1510841.0,6410675.0,4096986.0,905644.0,3191100.0,698152.0,545875.0,670.0,26,2017,26,<fiona.model.Geometry object at 0x000001BBB6E3CE80>,26,<fiona.model.Properties object at 0x000001BBB6E3C3D0>,21.87809846134562,22.105128013617815,0.2270295522721959,15.221708218612779
Minnesota,65699.0,5490726.0,37.9,34712.0,560995.0,3543695.0,2199595.0,306504.0,1787174.0,222975.0,304197.0,816.0,27,2017,27,<fiona.model.Geometry object at 0x000001BBB6DB3520>,27,<fiona.model.Properties object at 0x000001BBB6DB2FE0>,12.47640129052907,13.934565226780384,1.4581639362513137,10.217137041622546
Colorado,65458.0,5436519.0,36.5,34845.0,612143.0,3612817.0,2160200.0,419971.0,1837991.0,271408.0,391994.0,994.0,08,2017,8,<fiona.model.Geometry object at 0x000001BBB6DB21A0>,8,<fiona.model.Properties object at 0x000001BBB6DB2BF0>,14.766557616440995,19.441301731321175,4.6747441148801805,11.259833728163187
